"","campaign_id","adgroup_id","ad_group","campaign","account","week","keyword","keyword.state","match.type","max_cpc","clicks","impressions","ctr","avg_cpc","avg_cpm","cost","avg_position","quality.score","first.page.cpc","first.position.cpc","converted.clicks","click.conversion.rate","cost.converted.click","cost.all.conv.","total.conv.value","conversions","cost.conv.","conv.rate"
"3740",NA,NA,"Shaky Knees Music Festival (targ)","Georgia","TicketsNow - Concerts","2015-01-26","""""""""shaky knees 2015 tickets""""""""","enabled","Phrase","2.00",2,23,"8.70%",0.52,"45.65","1.05",2,6,0.38,0.97,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3741","15e77941e4ca284715f6","ccb8e974e0d9170f82f7","Rihanna (targ)","z - Rihanna - CANADA","TM+","2016-01-25","""""""""rihanna tour ticket""""""""","enabled","Phrase","2.75",1,5,"20.00%",2.58,"516.00","2.58",1.2,8,1.84,2.64,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3742","150889c05d137b0b0692","0658fa25f35b6c3a2926","Brantley Gilbert","Dayton OH","TM+","2015-11-02","""""""""brantley gilbert concert tickets""""""""","enabled","Phrase","3.00",0,4,"0.00%",0,"0.00","0.00",5,8,2.15,3.85,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3743","26ec3b64939cf294c2a0","24b18f66fff1822fff4d","Ticketmaster (general)","GG: Industry Ticketmaster","Industry TicketsNow","2016-02-22","""""""""teleticket master""""""""","enabled","Phrase","0.60",0,2,"0.00%",0,"0.00","0.00",1,5,0.46,0.46,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3744","28a1009af1c30fc82681",NA,"Janet Jackson (venues)","GG: Concerts J-L","TicketsNow - Concerts","2015-12-07","""""""""janet jackson barclays center""""""""","enabled","Phrase","0.73",0,2,"0.00%",0,"0.00","0.00",9.5,6,2.2,5.02,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3745","98077dc96d024f4d1830","34a3b9468b83e8078074","Los Angeles Angels (semi)","MLB","TM+","2015-07-27","""""""""angels game""""""""","enabled","Phrase","1.00",7,147,"4.76%",1.01,"47.89","7.04",4.7,5,1.73,2.69,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3746",NA,NA,"Ohio State Buckeyes Football (semi)","GG: College Football","Sports TicketsNow","2015-11-23","""""""""ohio stadium""""""""","enabled","Phrase","1.01",1,205,"0.49%",0.78,"3.80","0.78",2.5,6,3.48,4.16,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3747",NA,"2a600aa2f2e61acc0fc5","New York Yankees (targ)","Yankees Ticket Exchange_(USA) OUT","Sports TicketsNow","2015-06-22","yankees vs tickets","enabled","Broad","3.83",3,489,"0.61%",2.8,"17.18","8.40",1.9,6,9.59,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3748","cf51bfa67a4911824dc5","e7e0c633bc05ce47d531","Hall & Oates (semi)","GG: Concerts G-I","TicketsNow - Concerts","2015-02-02","[hall and oates live]","enabled","Exact","0.45",0,12,"0.00%",0,"0.00","0.00",3.8,6,0.9,0.95,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3749","18e8db7a327265fdc1a6",NA,"WWE (venues)","GG: Wrestling","Sports TicketsNow","2015-02-23","""""""""wwe at""""""""","paused","Phrase","1.11",6,235,"2.55%",0.79,"20.26","4.76",4,6,1.46,1.46,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3750","d315d1c41412804b0c20","b86fa5a4974b1d75291b","Pittsburgh Penguins (targ)","NHL","TM+","2015-12-21","""""""""pittsburgh penguins ticket""""""""","enabled","Phrase","0.70",0,6,"0.00%",0,"0.00","0.00",4.7,8,0.38,1.86,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3751","7cfbb54be9e76aee0b53","2040c63e0bf82d33b67a","North Carolina Tar Heels Mens Basketball (targ)","GG: College Basketball","Sports TicketsNow","2015-01-19","""""""""unc mens basketball tickets""""""""","enabled","Phrase","1.11",5,85,"5.88%",0.65,"38.12","3.24",3.6,8,0.76,5.3,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3752",NA,NA,"Georgia Bulldogs Football (targ)","GG: College Football","Sports TicketsNow","2015-05-18","[georgia football tickets]","enabled","Exact","1.51",5,47,"10.64%",1.45,"154.47","7.26",2.8,9,0.4,2.05,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3753","6a7ff92b599e626a0f9b","9465381ffe3b9e7e054a","Tickets & Ticketmaster","Maryland","Industry TicketsNow","2015-08-17","[ticketmater]","enabled","Exact","1.00",0,1,"0.00%",0,"0.00","0.00",3,6,3.75,3.79,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3754","d315d1c41412804b0c20","c78df36bb3b771d89b5c","Washington Capitals (com)","NHL","TM+","2014-12-29","[www.washington capitals.com]","enabled","Exact","1.00",0,6,"0.00%",0,"0.00","0.00",4.7,6,1.68,3.95,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3755","f55d5c0b4754f2038a6b",NA,"Taylor Swift (citystate)","GG: Concerts S-U","TicketsNow - Concerts","2015-01-12","""""""""taylor swift in denver""""""""","enabled","Phrase","0.50",0,15,"0.00%",0,"0.00","0.00",8.7,7,1.03,2.06,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3756","b4ecaa054f77e8e8a528",NA,"They Might Be Giants","Columbus OH","TM+","2015-04-13","""""""""they might be giants tickets""""""""","enabled","Phrase","2.00",1,9,"11.11%",1.02,"113.33","1.02",1.1,8,0.06,1.91,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3757","c3726d154d5da4e3dccc","a03c9abc754cdd0a23d2","Denver Broncos (general)","NFL - Playoffs","TM+","2014-12-29","""""""""broncos playoffs""""""""","enabled","Phrase","2.00",61,1615,"3.78%",1.3,"49.18","79.42",1,6,3.12,3.35,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3758",NA,NA,"Nickelback (com)","z - Nickelback","TM+","2015-03-09","""""""""nickelback com""""""""","enabled","Phrase","0.90",0,1,"0.00%",0,"0.00","0.00",1,7,1.05,1.47,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3759","06da48eadb5a340decb4","3770eb4219bc3c6d598d","Dave Matthews Band (targ)","GG: Concerts D-F","TicketsNow - Concerts","2015-07-20","""""""""dmb ticket sales""""""""","enabled","Phrase","auto: 1.36",0,1,"0.00%",0,"0.00","0.00",2,6,1.5,2.1,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3760","023cc28a66285b9b46ce","4a8dfb6d3d26882888f3","Wang Theatre (targ)","VENU-GG_Massachusetts","Venues TicketsNow","2015-12-07","""""""""wang theater tickets""""""""","enabled","Phrase","1.44",0,6,"0.00%",0,"0.00","0.00",9.8,7,1.7,2.6,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3761","26ec3b64939cf294c2a0","510c1b90acdba6c0925d","Ticketmaster (com)","GG: Industry Ticketmaster","Industry TicketsNow","2015-02-02","""""""""ticket mastercom""""""""","enabled","Phrase","3.49",1,2,"50.00%",2.64,"1,320.00","2.64",1,5,1.45,2.6,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3762","ac6aeee57984f7d1844e","c42a005fcdd4aac9021f","Ringling Bros B&B Circus (targ)","THTR-GG_Theatre P-Z","Theatre TicketsNow","2015-11-09","[ringling brother circus tickets]","enabled","Exact","0.68",0,1,"0.00%",0,"0.00","0.00",8,9,0.92,1.69,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3763","06da48eadb5a340decb4",NA,"Fifth Harmony (venues)","GG: Concerts D-F","TicketsNow - Concerts","2015-02-02","""""""""fifth harmony the national""""""""","removed","Phrase"," --",1,7,"14.29%",1.19,"170.00","1.19",2,0,0,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3764","85bfe92c8e2ec6a41844",NA,"Indianapolis Colts (targ)","NFL Reg Season","TicketExchange","2015-11-16","""""""""buy colts tickets""""""""","enabled","Phrase","8.39",7,26,"26.92%",3.26,"878.46","22.84",1.7,8,0.76,5.46,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3765","904563aaa4ce217a30ef","a31175a057eb91c71166","Houston Astros (targ)","GG: MLB","Sports TicketsNow","2016-02-29","[houston astros baseball tickets]","enabled","Exact","1.79",1,2,"50.00%",1.38,"690.00","1.38",2.5,8,0.91,2.87,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3766",NA,NA,"US Open Tennis (general)","USTA - Asia","TicketExchange","2015-06-08","[usa open]","enabled","Exact","4.50",0,11,"0.00%",0,"0.00","0.00",1,5,0.39,0.53,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3767",NA,NA,"Seattle Seahawks (targ)","NFL South America","TicketExchange","2015-01-05","""""""""seattle seahawks ticket""""""""","enabled","Phrase","8.38",0,1,"0.00%",0,"0.00","0.00",1,9,0.24,3.71,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3768","74a459aff7726005a909",NA,"Arizona Cardinals (targ)","NFL TicketExchange Europe","TicketExchange","2015-12-07","[arizona cardinals tickets 2015]","enabled","Exact","13.13",0,2,"0.00%",0,"0.00","0.00",1,8,0.36,1.85,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3769","e571dc7dcb33df4f6662","34830eb024538077b66d","Broadway (semi)","THTR-GG_New York, NY Broadway Terms","Theatre TicketsNow","2015-04-20","[ny musicals]","paused","Exact","0.59",0,29,"0.00%",0,"0.00","0.00",6.4,7,0.73,2.03,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3770","e7d111883564e9424081","daca16d6b8a2ae4ac736","5 Seconds of Summer (venues)","z - 5 Seconds of Summer","TM+","2015-12-07","""""""""5 seconds of summer xfinity center""""""""","enabled","Phrase","1.05",62,172,"36.05%",0.51,"183.08","31.49",1.4,8,0.22,0.88,2,"3.23%","15.74","15.74","31.28","2.0","15.74","3.23%"
"3771",NA,NA,"New York Yankees (venue)","Yankees Ticket Exchange_(NJ) IN","Sports TicketsNow","2015-08-31","yankees yankee stadium","enabled","Broad","3.06",1,32,"3.12%",1.38,"43.12","1.38",2.4,6,4.98,6.16,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3772","592084931976d61c0900","081e9d677f9089db5dfe","San Antonio Spurs(targ)","GG: NBATickets.com Resale Marketplace","Sports TicketsNow","2015-12-07","san antonio spurs tickets 2015","removed","Broad"," --",26,755,"3.44%",0.29,"9.99","7.54",4,0,0,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3773","d315d1c41412804b0c20","cac3768b8866c0f5686f","St. Louis Blues (semi)","NHL","TM+","2015-10-12","""""""""st louisblues""""""""","enabled","Phrase","1.00",0,4,"0.00%",0,"0.00","0.00",4.3,7,2.31,2.51,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3774","b675801ad53aee08bde8","2346a536a798c6c8da27","Vancouver Canucks (targ)","GG: NHL Ticket Exchange on TicketsNow Teams","TicketExchange","2016-02-29","""""""""vancouver canucks tickets""""""""","enabled","Phrase","2.00",0,33,"0.00%",0,"0.00","0.00",3.6,9,0.93,4.59,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3775","38a5b022f8bff90ebf39","23a66bd058c7b75c7b6a","TicketsNow (misc)","GG: Industry TicketsNow","Industry TicketsNow","2016-02-01","""""""""tickets now coupon""""""""","enabled","Phrase","7.50",0,10,"0.00%",0,"0.00","0.00",2.1,4,2.55,9.08,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3776","017538090c6e41cc9d96",NA,"Arizona Ticket Broker","Arizona","Industry TicketsNow","2015-06-22","az ticket broker","enabled","Broad","0.60",3,14,"21.43%",0.37,"78.57","1.10",5,6,1.01,3.39,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3777","4e27eeadb2d3c9087e9d",NA,"Baltimore Ravens (targ)","NFL Mexico Spanish-English","TicketExchange","2015-12-14","""""""""ravens broncos""""""""","enabled","Phrase","11.54",0,2,"0.00%",0,"0.00","0.00",3,3,3.25,3.25,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3778","388a8b57fc88a843964e","37589f25c2765f9488af","TicketsNow","Canada","Industry TicketsNow","2015-06-15","""""""""ticketsnow""""""""","enabled","Phrase","2.00",0,1,"0.00%",0,"0.00","0.00",1,9,2.11,4.54,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3779","dde29ee5d83815e2bba0","b0a2c87403a25e6161b9","Brooklyn Nets (targ)","NBA","TM+","2015-03-16","""""""""brooklyn nets ticket prices""""""""","enabled","Phrase","1.39",0,1,"0.00%",0,"0.00","0.00",3,8,1.74,3.31,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3780","74a459aff7726005a909",NA,"Cleveland Browns (targ)","NFL TicketExchange Europe","TicketExchange","2015-07-13","[brown tickets]","enabled","Exact","3.02",0,6,"0.00%",0,"0.00","0.00",1,6,0.67,0.84,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3781","5a51f93a32ed811deb1a","573d719f77bc374b2147","Chicago Bulls (ETS terms)","GG: NBATickGeo.com Chicago Bulls Geo","Sports TicketsNow","2016-01-04","[bulls tickets]","enabled","Exact","0.90",881,4953,"17.79%",1.12,"199.66","988.93",1.7,9,0.45,2.4,7,"0.79%","141.28","123.62","4,818.43","8.0","123.62","0.91%"
"3782","8aea6add40271ecbded0",NA,"Milwaukee Admirals (targ)","GG: Misc. Sports","Sports TicketsNow","2015-02-23","""""""""admirals hockey tickets""""""""","enabled","Phrase","0.50",1,36,"2.78%",0.37,"10.28","0.37",3.6,6,0.86,1,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3783","4be669fb75bf9a636986","a0fcccf825f0182607ac","Basketball (targ)","GG: Generic Sports","Sports TicketsNow","2015-09-07","""""""""basketball tix""""""""","enabled","Phrase","0.87",0,15,"0.00%",0,"0.00","0.00",2.7,9,0.19,0.76,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3784","dde29ee5d83815e2bba0","ffbad5c2cf9a65d58aa7","Boston Celtics (targ)","NBA","TM+","2015-02-09","""""""""celtic tickets 2015""""""""","removed","Phrase"," --",2,16,"12.50%",2.72,"340.62","5.45",3.1,0,0,0,1,"50.00%","5.45","5.45","19.88","1.0","5.45","50.00%"
"3785","4f295bf7832ba810379f","f66c275d6de13f89c56a","Chicago White Sox Spring Training (targ)","GG: MLB Spring Training","Sports TicketsNow","2015-01-19","""""""""chicago white sox spring training tickets""""""""","enabled","Phrase","1.51",11,70,"15.71%",1.25,"197.00","13.79",1.1,8,0.55,2.48,1,"9.09%","13.79","13.79","0.0","1.0","13.79","9.09%"
"3786",NA,"2a600aa2f2e61acc0fc5","New York Yankees (targ)","GG: MLB - New York Yankees (Out Market)","Sports TicketsNow","2015-03-23","""""""""red sox yankee tickets""""""""","enabled","Phrase","7.25",0,33,"0.00%",0,"0.00","0.00",2.4,6,2.52,8.33,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3787",NA,"24b18f66fff1822fff4d","Ticketmaster (general)","Mexico","Industry TicketsNow","2015-03-23","""""""""ticketmastert""""""""","enabled","Phrase","0.60",0,1,"0.00%",0,"0.00","0.00",1,3,0.53,0.53,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3788","cf51bfa67a4911824dc5",NA,"Godsmack (venues)","GG: Concerts G-I","TicketsNow - Concerts","2015-02-16","""""""""godsmack swiftel center""""""""","enabled","Phrase","1.50",0,1,"0.00%",0,"0.00","0.00",5,6,1.56,5.81,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3789","8c8285c6213132e2dca9","b25f87630c8cb78b34cc","Jim Norton","Philadelphia","TM+","2015-12-14","""""""""jim norton tickets""""""""","enabled","Phrase","2.00",2,21,"9.52%",0.33,"31.43","0.66",1.5,9,0.33,1.7,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3790",NA,"2a600aa2f2e61acc0fc5","New York Yankees (targ)","Yankees Ticket Exchange_(USA) OUT","Sports TicketsNow","2015-08-03","ny yankees tickets for sale","enabled","Broad","2.90",0,2,"0.00%",0,"0.00","0.00",4,8,2.32,4.4,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3791","35b30410cf8231f17e5e","acabdc7ec28a308dc588","Hamilton (semi)","THTR-GG_New York, NY USA","Theatre TicketsNow","2015-11-30","""""""""hamilton hip hop musical""""""""","enabled","Phrase","1.70",0,9,"0.00%",0,"0.00","0.00",3.1,4,1.7,2.39,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3792","d315d1c41412804b0c20","84ac03228d113146ccbd","New York Rangers (semi)","NHL","TM+","2015-01-26","""""""""rangers hockey game""""""""","enabled","Phrase","0.95",0,4,"0.00%",0,"0.00","0.00",2,6,1.47,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3793","85bfe92c8e2ec6a41844",NA,"Washington Redskins (targ)","NFL Reg Season","TicketExchange","2015-11-02","""""""""washington football tickets""""""""","enabled","Phrase","15.53",0,85,"0.00%",0,"0.00","0.00",5,5,4.92,10.5,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3794",NA,NA,"Kansas City Chiefs (general)","RLSA - NFL - Kansas City Chiefs","TM+","2015-11-16","""""""""kansas city chiefs""""""""","enabled","Phrase","0.89",2,19,"10.53%",1.2,"126.84","2.41",2.2,8,1.36,1.92,1,"50.00%","2.41","2.41","23.2","1.0","2.41","50.00%"
"3795","860dbe5c945f807e1c37","24b18f66fff1822fff4d","Ticketmaster (general)","GG: Industry TicketsNow South America","Industry TicketsNow","2016-02-22","[ticketaster]","enabled","Exact","1.00",0,5,"0.00%",0,"0.00","0.00",1,1,1.77,1.82,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3796","d315d1c41412804b0c20","0a5a685a718650d5f097","Columbus Blue Jackets (semi)","NHL","TM+","2015-09-21","""""""""columbus blue jackets schedule""""""""","enabled","Phrase","2.75",2,135,"1.48%",0.88,"12.96","1.75",3,5,2.29,3.4,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3797","c4946be50274d1c80217",NA,"Atlanta Hawks (vs)","NBA - Atlanta Hawks","TM+","2015-01-12","""""""""atlanta hawks vs indiana pacers""""""""","enabled","Phrase","1.75",4,34,"11.76%",1.41,"165.59","5.63",1.3,6,2.44,2.44,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3798","904563aaa4ce217a30ef","449aa9c24d92e84971c9","St. Louis Cardinals (RLSA)","GG: MLB","Sports TicketsNow","2015-04-13","""""""""st louis cardinals ticket exchange""""""""","enabled","Phrase","5.00",0,1,"0.00%",0,"0.00","0.00",1,8,0.05,0.62,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3799","ff3d5d00a28e9fd1e029",NA,"Counting Crows","Phoenix","TM+","2015-06-08","""""""""counting crows tour tickets""""""""","enabled","Phrase","3.00",0,1,"0.00%",0,"0.00","0.00",1,8,0.14,1.8,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3800","a8aeaef5035b6a85f1df",NA,"Fish in the Dark (RLSA)","THTR-GG_New York, NY","Theatre TicketsNow","2015-03-16","""""""""fish in the dark ticketmaster""""""""","enabled","Phrase","3.33",1,7,"14.29%",2.61,"372.86","2.61",1.7,8,1.45,4.89,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3801","d315d1c41412804b0c20","ee91a4f4179838c70bbc","Columbus Blue Jackets (com)","NHL","TM+","2015-11-09","[columbus blue jackets.com]","enabled","Exact","1.00",0,4,"0.00%",0,"0.00","0.00",4.3,6,0.63,1.72,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3802","2867eb66f4d0f1737c4c","703f8affde5bae9c9af3","Kevin Hart (venues)","z - Kevin Hart","TM+","2015-09-14","""""""""kevin hart us bank arena""""""""","enabled","Phrase","1.00",1,2,"50.00%",0.58,"290.00","0.58",2,8,0.01,0.95,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3803","904563aaa4ce217a30ef","005bfb959a9bff64a717","Los Angeles Dodgers (targ)","GG: MLB","Sports TicketsNow","2015-01-12","""""""""los angeles dodgers baseball tickets""""""""","enabled","Phrase","1.00",0,1,"0.00%",0,"0.00","0.00",5,8,1.59,2.47,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3804","1f827e2a1269b75e8860","a31175a057eb91c71166","Houston Astros (targ)","GG: MLB Asia","Sports TicketsNow","2015-07-13","[astro ticket]","enabled","Exact","3.80",0,4,"0.00%",0,"0.00","0.00",1,7,0.33,0.33,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3805","0c22ba1facc298298b4d",NA,"Seattle Seahawks (targ)","NFL","TM+","2015-09-28","""""""""seattle seahawks 2015 tickets""""""""","removed","Phrase"," --",0,25,"0.00%",0,"0.00","0.00",4,0,0,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3806","789b24f736a140b48534","c31c2bf3afad7a788593","NFL Brand","NFL Denver","TicketExchange","2015-12-07","""""""""football ticket exchange""""""""","enabled","Phrase","11.06",0,2,"0.00%",0,"0.00","0.00",1,6,11.2,12,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3807",NA,NA,"Eagles (citystate)","z - Eagles","TM+","2015-06-01","""""""""eagles tour hartford""""""""","enabled","Phrase","1.35",1,2,"50.00%",0.97,"485.00","0.97",3,6,0.79,1.42,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3808","a8aeaef5035b6a85f1df","a3a9604b2040660a08d6","The Color Purple (targ)","THTR-GG_New York, NY","Theatre TicketsNow","2015-09-07","""""""""jennifer hudson tickets""""""""","enabled","Phrase","1.66",0,1,"0.00%",0,"0.00","0.00",3,5,0.64,2.08,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3809","06da48eadb5a340decb4",NA,"David Gray (semi)","GG: Concerts D-F","TicketsNow - Concerts","2015-06-15","[davidgray]","enabled","Exact","auto: 0.45",1,68,"1.47%",0.42,"6.18","0.42",3.4,8,1.09,3.16,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3810",NA,NA,"Concacaf Gold Cup (targ)","GG: Soccer Mexico","Sports TicketsNow","2015-06-15","[tickets for gold cup 2015]","enabled","Exact","1.00",0,1,"0.00%",0,"0.00","0.00",2,8,0.01,0.98,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3811","758ef49d77af552a8c5a","a78ab8975d29e9515122","Ultimate Fighting Championship - UFC (com)","UFC - Ultimate Fighting Championship","TM+","2015-03-23","""""""""wwwufc""""""""","enabled","Phrase","1.00",0,1,"0.00%",0,"0.00","0.00",2,6,1,2.62,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3812","e02bf90c57d3c8752865","43ea435818303a052b99","Foreigner","Boston","TM+","2016-02-29","""""""""foreigner tickets""""""""","enabled","Phrase","3.50",0,3,"0.00%",0,"0.00","0.00",1,9,0.35,4.25,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3813","4b3d1ca16a4c8e756c99",NA,"Red Rocks Amphitheatre (general)","VENU-GG_Colorado","Venues TicketsNow","2015-07-06","""""""""red rocks ampi""""""""","enabled","Phrase","1.00",0,1,"0.00%",0,"0.00","0.00",2,6,1.33,1.78,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3814","c4946be50274d1c80217","5b8c6e462e1a6961100e","Atlanta Hawks (semi)","NBA - Atlanta Hawks","TM+","2015-06-01","""""""""atlantahawks""""""""","enabled","Phrase","0.75",1,4,"25.00%",0.78,"195.00","0.78",1.3,9,1.36,1.97,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3815","9fdc3b3c8636704ab2bf","dc19b09799796477471c","Minnesota Wild (com)","NHL - Minnesota Wild","TM+","2016-01-11","[minnesota wild.com]","enabled","Exact","1.00",0,2,"0.00%",0,"0.00","0.00",2,6,2.4,2.4,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3816",NA,NA,"Blue Ridge Music Festival (targ)","Virginia","TicketsNow - Concerts","2015-01-12","""""""""blue ridge music festival 2015 tickets""""""""","enabled","Phrase","1.40",5,17,"29.41%",0.46,"135.88","2.31",1,8,0.08,0.66,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3817","cf51bfa67a4911824dc5",NA,"Home Free (semi)","GG: Concerts G-I","TicketsNow - Concerts","2015-04-27","[home free show]","enabled","Exact","1.50",0,1,"0.00%",0,"0.00","0.00",2,6,1.04,1.5,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3818","d61ea5e014d7afd671d3","007a5c61668073adb910","Marc Anthony (semi)","GG: Concerts M-O","TicketsNow - Concerts","2015-10-19","[marc anthony 2014]","enabled","Exact","0.50",0,1,"0.00%",0,"0.00","0.00",3,6,2.74,2.74,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3819","3c639af03e2bb0ded477",NA,"The Book Of Mormon (semi)","THTR-GG_Touring: Book Of Mormon","Theatre TicketsNow","2015-04-06","[the book or mormon]","enabled","Exact","2.00",0,24,"0.00%",0,"0.00","0.00",2.4,6,2.14,2.26,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3820","b675801ad53aee08bde8",NA,"Carolina Hurricanes (semi)","GG: NHL Ticket Exchange on TicketsNow Teams","TicketExchange","2015-01-12","[hurricanes games]","paused","Exact","0.01",0,1,"0.00%",0,"0.00","0.00",2,6,1.89,2.23,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3821","904563aaa4ce217a30ef","b41baccd9b6eb985ab6e","Chicago Cubs (targ)","GG: MLB","Sports TicketsNow","2015-05-11","""""""""cubs bleachers tickets""""""""","enabled","Phrase","2.40",13,140,"9.29%",1.81,"168.43","23.58",1.6,8,1.33,2.77,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3822","ea8c74ac44b2121b0b86",NA,"Motley Crue (semi)","z - Motley Crue","TM+","2015-11-16","""""""""motley crue on tour""""""""","enabled","Phrase","1.10",0,2,"0.00%",0,"0.00","0.00",2,8,2.06,2.06,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"3823","405d1841585edd16b9b2","e546ab6fee74647501b8","Lee Brice","Portland-Auburn ME","TM+","2015-03-23","""""""""lee brice tickets""""""""","enabled","Phrase","3.50",10,21,"47.62%",1.98,"940.48","19.75",1.1,9,0.34,1.75,3,"30.00%","6.58","6.58","77.16","3.0","6.58","30.00%"
"3824","afc992690180d9556b44",NA,"Fall Out Boy (citystate)","z - Fall Out Boy","TM+","2015-03-16","""""""""fall out boy tickets dallas""""""""","enabled","Phrase","0.90",0,4,"0.00%",0,"0.00","0.00",3.5,9,0.38,2.53,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
